ID|KOD|NAME|PARENT_ID
512|B58.1+|Токсоплазмозный гепатит (K77.0*)|507
513|B58.0+|Токсоплазмозная окулопатия|507
514|B57|Болезнь Шагаса|456
515|B57.5|Болезнь Шагаса (хроническая) с поражением других органов|514
516|B57.4|Болезнь Шагаса (хроническая) с поражением нервной системы|514
517|B57.3|Болезнь Шагаса (хроническая) с поражением пищеварительной системы|514
518|B57.2+|Болезнь  Шагаса (хроническая) с поражением сердца (I41.2*, I98.1*)|514
519|B57.1|Острая форма болезни Шагаса без поражения сердца|514
520|B57.0+|Острая форма болезни Шагаса с поражением сердца (I41.2*, I98.1*)|514
521|B56|Африканский трипаносомоз|456
522|B56.0|Гамбийский трипаносомоз|521
523|B56.9|Африканский трипаносомоз неуточненный|521
524|B56.1|Родезийский трипаносомоз|521
525|B55|Лейшманиоз|456
526|B55.9|Лейшманиоз неуточненный|525
527|B55.2|Кожно-слизистый лейшманиоз|525
528|B55.1|Кожный лейшманиоз|525
529|B55.0|Висцеральный лейшманиоз|525
530|B54|Малярия неуточненная|456
531|B53|Другие виды паразитологически подтвержденной малярии|456
532|B53.8|Другие паразитологически подтвержденные малярии, не классифицированные в других рубриках|531
533|B53.1|Малярия, вызванная плазмодиями обезьян|531
534|B53.0|Малярия, вызванная Plasmodium ovale|531
535|B52|Малярия, вызванная Plasmodium malariae|456
536|B52.9|Малярия, вызванная Plasmodium malariae, без осложнений|535
537|B52.8|Малярия, вызванная Plasmodium malariae, с другими осложнениями|535
538|B52.0|Малярия, вызванная Plasmodium malariae, с нефропатией|535
539|B51|Малярия, вызванная Plasmodium vivax|456
540|B51.9|Малярия, вызванная Plasmodium vivax, без осложнений|539
541|B51.8|Малярия, вызванная Plasmodium vivax, с другими осложнениями|539
542|B51.0|Малярия, вызванная Plasmodium vivax, осложненная разрывом селезенки|539
543|B50|Малярия, вызванная Plasmodium falciparum|456
544|B50.9|Малярия, вызванная Plasmodium falciparum, неуточненная|543
545|B50.8|Другие виды тяжелой и осложненной малярии, вызванной Plasmodium falciparum|543
546|B50.0|Малярия, вызванная Plasmodium falciparum с церебральными осложнениями|543
547|A65-A69|ДРУГИЕ БОЛЕЗНИ, ВЫЗЫВАЕМЫЕ СПИРОХЕТАМИ|1
548|A69|Другие инфекции, вызванные спирохетами|547
549|A69.9|Спирохетозная инфекция неуточненная|548
550|A69.8|Другие уточненные спирохетозные инфекции|548
551|A69.2|Болезнь Лайма|548
552|A69.1|Другие инфекции Венсана|548
553|A69.0|Некротизирующий язвенный стоматит|548
554|A68|Возвратные лихорадки|547
555|A68.1|Эпидемический возвратный тиф|554
556|A68.9|Возвратная лихорадка неуточненная|554
557|A68.0|Вшивая возвратная лихорадка|554
558|A67|Пинта [карате]|547
559|A67.9|Пинта неуточненная|558
560|A67.3|Смешанные поражения при пинте|558
561|A67.2|Поздние поражения при пинте|558
562|A67.1|Промежуточные поражения при пинте|558
563|A67.0|Первичные поражения при пинте|558
564|A66|Фрамбезия|547
565|A66.9|Фрамбезия неуточненная|564
566|A66.8|Латентная фрамбезия|564
567|A66.7|Другие проявления фрамбезии|564
568|A66.6|Фрамбезийные поражения костей и суставов|564
569|A66.5|Гангоза|564
570|A66.4|Фрамбезийные гуммы и язвы|564
571|A66.3|Фрамбезийный гиперкератоз|564
572|A66.2|Другие ранние кожные фрамбезийные поражения|564
